row ID,row m/z,row retention time,ConditioningQC_neg_5.mzML Peak height,40TT5_neg_61.mzML Peak height,70TT1_neg_70.mzML Peak height,40TT_10M1_neq_18.mzML Peak height,ConditioningQC_neg_10.mzML Peak height,40TT_10M2_neq_16.mzML Peak height,ConditioningQC_neg_4.mzML Peak height,40TT3_neg_39.mzML Peak height,40TT1_neg_53.mzML Peak height,70TT6_neg_32.mzML Peak height,FreshJuice1_neq_24.mzML Peak height,70TT3_neq_14.mzML Peak height,ConditioningQC_neg_9.mzML Peak height,ConditioningQC_neg_3.mzML Peak height,40TT2_neq_22.mzML Peak height,HPP1_neg_33.mzML Peak height,FreshJuice3_neg_64.mzML Peak height,70TT4_neg_55.mzML Peak height,40TT_10M5_neg_40.mzML Peak height,40TT_10M4_neg_26.mzML Peak height,FreshJuice4_neg_38.mzML Peak height,FreshJuice6_neg_45.mzML Peak height,FreshJuice5_neg_73.mzML Peak height,40TT_10M6_neg_72.mzML Peak height,40TT4_neg_49.mzML Peak height,70TT7_neg_76.mzML Peak height,70TT5_neg_30.mzML Peak height,70TT2_neq_25.mzML Peak height,40TT6_neg_69.mzML Peak height,40TT_10M3_neg_46.mzML Peak height,FreshJuice_neq_17.mzML Peak height,SolventBlank4_neg_83.mzML Peak height,SolventBlank2_neg_2.mzML Peak height,FreshJuice2_neg_54.mzML Peak height,ProcessBlank2_neg_77.mzML Peak height,ProcessBlank1_neg_8.mzML Peak height,MEF_SS6_neg_75.mzML Peak height,SolventBlank1_neg_1.mzML Peak height,MEF_SS4_neg_68.mzML Peak height,MEF_SS5_neg_36.mzML Peak height,MEF_SS1_neg_56.mzML Peak height,MEF_SS2_neg_34.mzML Peak height,MEF_SS3_neg_52.mzML Peak height,MEF1_neg_41.mzML Peak height,MEF2_neg_60.mzML Peak height,QC11_neg_78.mzML Peak height,QC4_neg_28.mzML Peak height,QC10_neg_74.mzML Peak height,QC2_neg_13.mzML Peak height,MEF4_neg_29.mzML Peak height,MEF5_neg_50.mzML Peak height,MEF3_neg_44.mzML Peak height,QC9_neg_67.mzML Peak height,QC5_neg_35.mzML Peak height,QC6_neg_43.mzML Peak height,QC3_neq_20.mzML Peak height,QC7_neg_51.mzML Peak height,QC8_neg_59.mzML Peak height,HPP4_neq_21.mzML Peak height,US1_neq_23.mzML Peak height,QC12_neg_79.mzML Peak height,HPP6_neg_31.mzML Peak height,HPP5_neg_71.mzML Peak height,HPP2_neq_15.mzML Peak height,HPP3_neg_27.mzML Peak height,US2_neg_48.mzML Peak height,QC1_neg_12.mzML Peak height,US4_neg_65.mzML Peak height,US3_neg_47.mzML Peak height,UST6_neg_62.mzML Peak height,UST1_neg_37.mzML Peak height,UST2_neq_19.mzML Peak height,UST3_neg_57.mzML Peak height,US6_neg_66.mzML Peak height,US5_neg_42.mzML Peak height,UST5_neg_63.mzML Peak height,UST4_neg_58.mzML Peak height
140,104.0352939,0.27957082,197366.55,204123.88,253923.9,239950.62,203880.73,299517.8,252409.39,245082.48,270497,247185.27,283557.53,267658.97,207090.78,252273.39,257172.89,275304.06,260871.12,261741.69,273292.66,264823.25,220719.3,211112.64,253800.77,193801.89,234180.92,274668.94,302214.2,260475.4,207288.95,214472.73,200158.5,1266.0596,1280.1342,193534.56,17958.355,16604.889,236145.03,0,197788.92,224526.77,229363.17,185417.69,231307.95,216348.28,235851.08,261329.11,230483.45,159008.47,260693.36,233333.9,234225.73,236220,256645.83,212698.14,252042.4,192219.3,177262.95,231387.92,213620.39,168751.81,249177.84,229682.66,242747.62,201018.98,202358.31,247632.11,269627.47,278205.28,193527.81,203582.44,263074.8,272259.5,250941.7,253338.42,287029.9,254146.56,191573.73
582,105.0170086,0.31460044,6760.469,4690.55,5060.8984,0,13035.062,5661.885,13952.104,4681.3115,6138.604,0,1989.4261,3636.9114,12571.375,11299.169,4612.924,5680.3315,1656.2355,3907.9497,1129.6292,3605.1243,0,3971.4775,2665.1936,3664.643,1570.8298,1633.6088,1295.1442,3684.1946,3926.8167,4677.621,0,12269.535,14766.175,2517.8984,6221.8003,8428.58,33205.23,13578.601,33026.47,29810.822,24147.195,32676.71,34904.914,35715.074,41616.51,9222.634,10637.681,5930.5356,12853.354,30657.87,32445.291,43776.934,4019.1245,4077.032,13462.079,5271.54,7026.049,9943.619,3254.3904,4681.248,10556.538,2671.3604,3797.6743,3157.0115,4399.4053,4558.2935,12762.48,3050.2556,2756.898,3330.2527,1476.8997,0,2526.5745,3155.0586,4457.8726,3524.362,1412.6284
163,107.0214179,0.29784548,0,0,0,0,0,0,17679.87,0,0,0,0,0,11924.699,11993.7705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7473.859,0,7282.072,10594.258,7071.2764,7914.3877,9316.158,11194.145,11341.812,0,0,8245.978,9580.547,8202.951,8144.4346,8854.058,8126.965,10629.562,0,0,12927.228,14008.738,0,0,10460.448,0,0,0,0,0,8172.405,0,0,0,0,0,0,0,0,0,0
423,107.0329714,0.3167159,15273.763,7424.4473,13187.148,8038.966,14163.07,16600.928,10035.578,10215.35,14236.268,7395.79,13722.751,14719.248,17449.633,12504.074,13668.292,12130.308,9955.782,18081.012,6507.897,16156.22,6190.1675,19979.232,14894.069,14527.963,15521.718,12977.625,13329.578,13892.756,10607.625,17065.053,17798.236,0,0,14706.433,3479.884,0,8023.8535,0,8520.18,9992.081,7994.677,9049.523,8466.277,8113.7305,7375.437,10035.543,8389.966,15398.385,11317.006,7798.1255,9243.941,11857.96,7056.981,9897.231,9350.376,16275.423,15282.017,12262.404,17707.744,20948.398,12512.292,16889.434,15518.542,14867.664,7718.555,14723.593,12266.4375,16572.367,11858.877,7479.425,8856.057,8658.977,14119.178,13866.796,11934.815,5542.264,7471.917
1008,107.0343961,0.45610604,9955.923,7589.5103,8257.621,9171.353,8338.169,10202.799,7764.433,7852.218,8670.064,7524.945,7017.4487,9226.55,9079.095,9388.388,9074.238,9124.292,7441.2866,8833.005,9072.555,8193.125,8222.186,8236.345,8263.393,8206.5205,7553.4604,8281.683,8358.415,8216.117,7447.649,8411.462,8303.959,0,0,8591.554,1456.4177,1273.0051,7915.0845,0,7509.084,7410.858,7520.9834,7962.823,7688.647,7599.915,7660.1987,8070.7163,7168.841,8628.069,8245.918,8609.254,7536.9634,6155.8906,7463.3965,8915.78,8601.994,9774.591,8709.668,8045.597,8695.476,7409.697,7900.1626,9202.517,8942.036,8351.412,7775.0405,7192.948,10277.838,7941.5444,8089.393,7479.425,9675.58,8658.977,8166.668,8025.7285,7599.035,7882.907,7676.5723
1366,107.0347963,0.7457535,7214.175,6930.5024,6025.5137,8092.101,8594.772,7619.1987,8662.239,6240.403,7594.0815,7579.731,6887.0273,6553.993,7837.6313,7139.9473,7960.107,7027.8926,7188.656,6656.7637,7394.0957,7442.803,7155.0137,6718.0767,7160.889,7572.5464,6559.0674,7488.097,7535.341,7643.8804,7357.8535,7934.5864,6707.8203,0,0,7474.923,1394.7335,0,6764.4653,0,6181.8237,7760.1265,7026.898,7399.449,7231.627,7230.3247,7330.5957,7840.078,6395.0083,7127.7974,7429.408,8049.3877,6952.397,6221.451,7158.8013,6688.3345,6892.1206,7128.9585,7063.481,7081.0625,7570.3667,6150.2686,6944.818,6874.3306,7939.6826,7374.56,7666.5635,6638.1304,7240.7827,7334.99,6173.0425,6749.168,6121.996,6449.2676,7873.1777,7321.722,7866.329,7192.1567,7009.898
1530,107.0348441,0.9384433,6242.481,5665.674,6432.9185,6289.0273,7868.1045,7016.958,7669.142,6483.661,6836.0005,7191.824,6526.5664,6022.44,6575.9316,7118.1147,7329.7725,6540.504,5935.3,7587.3843,6413.0815,7557.0977,6509.24,6315.195,7387.932,7764.335,5375.725,5614.544,6620.173,7529.144,6394.2554,6869.1763,7066.5513,0,0,6745.3906,1205.1624,0,5463.1475,0,6945.5293,6255.1387,5681.934,5998.017,5728.301,5844.429,5892.837,5836,6130.27,7602.6577,7241.1763,6129.9277,6846.7925,6815.7036,6882.4624,7171.687,5762.581,7006.5435,6343.2236,6460.017,6775.445,4757.1836,6545.863,6458.7344,6740.268,8038.193,7865.131,6392.1606,7789.6787,6313.2383,6310.478,5070.0283,7115.171,7185.9854,7092.533,5830.463,6831.879,6344.283,6160.4536
267,107.0349733,0.3002823,10873.59,17009.016,10790.537,14739.398,12563.213,13470.041,9814.862,17317.365,11423.344,15550.8545,13915.63,11348.512,12277.805,9389.346,9908.647,14235.152,15545.608,10553.942,15184.1455,9290.073,17883.127,9501.707,10688.95,8304.482,11309.131,11181.904,11426.457,11971.723,16912.17,10677.338,17798.236,1167.125,1220.5735,12399.719,4947.782,6646.5635,8929.618,1555.2134,9034.562,9942.266,3246.7986,10004.243,5796.9824,5482.8037,3774.7935,11681.255,15378.079,11884.617,7018.5933,6678.0947,7759.643,5734.189,12042.566,9897.231,13150.744,11718.283,12162.969,9991.33,14372.828,13002.959,8242.083,13662.158,8942.036,9852.117,10490.8,14986.661,13613.369,13406.315,19637.916,14610.59,14695.985,16701.125,10634.266,12325.779,15981.962,8673.258,17781.773
2147,109.029469,1.849919,8089.5747,3804.5251,7002.5317,6561.9863,10922.178,7821.44,6053.4463,6075.1323,4403.6157,6317.0757,5008.6357,5721.993,6514.7466,6941.2314,5827.841,4721.1265,4349.5728,6389.842,6913.996,6584.8423,4441.7075,3265.5432,3263.5344,8325.976,5168.64,5918.6694,4784.9243,6622.305,4335.277,6428.67,4563.3257,0,0,4452.0034,0,0,20823.402,0,20479.623,15682.586,17089.11,15292.362,16110.416,34018.016,25993.943,11558.025,10028.248,8391.061,9514.806,19469.479,15431.362,20540.268,8220.436,7047.783,7079.9,8474.202,9219.374,9984.956,3460.3606,3042.1287,10799.947,4555.8125,5943.35,4007.0635,4883.078,5002.019,8808.977,4080.8835,3821.8755,4797.278,4590.109,2879.7852,3798.3464,4298.3447,5558.8843,4916.76,4194.4355
592,110.9951367,0.2993636,0,0,0,0,0,0,59121.758,0,0,0,0,0,138141.89,69174.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91551.16,0,98382.38,87842.05,731345.1,103677.91,67931.945,439191.9,223074.78,0,0,1359162.5,90049.086,77642.36,97507.8,94369.06,94749.93,124993.04,0,0,125440.72,61465.43,0,0,128818.04,0,0,0,0,0,97446.625,0,0,0,0,0,0,0,0,0,0
690,111.0066969,0.35087812,1280801.6,1293144.1,160699.83,0,1341496.1,244927.7,1196223.2,876949.1,1136243.6,509326.88,139558.23,163351.66,455295.72,452370.75,820999.3,544439.6,85312.5,752264.1,614404.75,1068849.2,0,760035.3,461517.16,1355134.9,1014220.94,621949.7,629777.56,674561.8,1364869.8,696533.25,0,0,0,736922.94,0,0,983838.94,0,1194110.2,1119282,1235552.4,1205019.6,1245585.6,1270594.9,1339244.9,1363665.5,367779.53,999036.2,1315209.8,1358315.6,1356959.4,1294133.8,1187618.1,1279121.5,853068.4,976987,1352564.9,1191872.2,532479.5,326626.9,558825.44,693099.94,0,577196.25,120767.016,912337.8,1337439.6,210281.95,439506.1,723694.5,1192429.9,0,1137927.9,708113.75,539205,643537.3,497261.3
1070,111.008181,0.5501338,2236845,2310859.5,2361710.2,2316063.5,2360786.2,2405091.5,2256792.2,1752557.1,2357015.5,2332137.8,2284282,2380189.5,2275865.8,2167579,2222676.5,1598097.2,2317870.8,2343004,2270310,2384023.5,2311444.5,2265719.8,2320181,2307038.2,2265756.5,2365916,2279654.8,2260425.5,2321307.2,2325596,1871583,0,0,2313540.5,2258.3784,1625.1655,2149869.8,0,2234810.5,1416959.5,2134800.8,2171507.8,2188699.2,2002979.2,2264592,2279887,2345119.2,2302125.2,2300740.8,2209237.8,2293014.2,2261987,2386844.5,2343051.5,2237996.8,2291515.8,2367488.2,2303796.8,1934730,1859131.2,2309798.8,2353378.5,2400744.5,1708121.6,2389026.8,2115258.5,2349249.5,2250834,2151511.5,2340349.5,2163437.8,2203519.8,2262276.5,2221806.2,2255113,2317214,2349944.2
4276,111.0084968,3.8520641,2575.8271,3170.9617,2053.785,2198.1921,2582.6433,2098.7766,2965.0796,2804.4355,2155.2454,1844.4802,1836.7249,1982.9062,2562.4658,3478.1746,3025.9604,2762.2307,2008.6147,2728.4949,1961.4965,2610.0535,2390.1653,2385.2427,2148.6865,1986.0365,2229.4077,2170.0376,1801.4745,2258.8254,2376.0193,1770.8041,2389.2249,1683.9646,1418.6257,2127.2227,0,1303.8646,6474.0557,1609.3494,6379.2285,5257.5693,7693.8945,7235.0986,8274.126,5598.521,6185.425,3455.8718,2607.0164,2712.895,3145.9114,6263.1377,4980.867,7713.5957,3364.1223,3663.8093,2983.4802,3725.4712,3013.4805,3038.2039,2167.1868,1774.25,3186.0645,1989.1804,2247.9353,2682.5093,2464.263,2282.912,2720.1685,2558.1802,2325.1492,2157.8396,2337.7136,2109.8208,2467.4998,1928.9679,1951.4042,2104.99,2223.5696
719,111.0086641,0.34849873,1177873.5,1412878.6,1411589.8,1334570.1,1224516.1,1477375.2,1227896.5,1317809.9,1383017.8,1276404,1121462.9,1350893.6,1358476.5,1294667.5,1342952.1,1395975.4,1132513.5,1204101.6,1455889.2,1470449.9,1065719.6,1087749.2,1135062.5,1147460.4,1345698.2,1378629,1315259.8,1269606.4,1327531,1438995.2,1096658,1238.9,1344.6453,1080971.4,2689.8228,2170.5093,704666.94,1584.8674,525798.56,611521.8,651068,683517.06,763346.2,542529.75,548122.7,1195127.4,1326382.4,1230318.6,1245243,767535,1041286.6,535829.75,1101849.4,1279121.5,1286813,1313991.2,1261110.5,1386746.9,1485914.5,1099313.4,1388013.9,1398320.4,1511296.6,1571678.4,1445521.5,1357120.4,1139832.6,1409046.8,1392248.6,1215981.8,997278.3,1151832.2,1224924.2,1365477.6,1242507.5,1135352.8,1203982.8
1712,111.0087133,1.3340629,27547.28,32073.506,36984.555,33758.49,29314.623,33802.7,29480.312,35959.637,28643.473,34577.867,17433.037,34655.363,32546.191,29742.447,30412.826,32722.332,19388.475,37716.758,34263.977,34637.074,20246.896,19256.496,19673.104,38862.97,33196.91,35656.07,34603.625,33752.44,35108.52,35468.023,30020.19,1409.3877,1504.1593,17710.295,1300.597,1100.0288,31090.035,1204.5714,32872.33,32008.662,33358.316,26831.818,30463.55,28739.535,31725.09,30098.645,29601.363,29996.693,30135.078,32105.637,34662.49,33952.758,32832.605,29428.006,30341.646,30230.129,29189.545,32886.406,33286.03,18262.27,32847.168,33500.8,36677.305,24875.873,36739.387,26662.508,33888.25,25093.44,28150.104,35288.96,25364.154,30979.557,33625.39,28964.084,35024.734,36228.785,37679.23
2609,111.0087198,2.2116833,11488.1,11070.708,13270.968,10903.34,10526.978,13030.059,13416.27,12793.452,11828.375,11690.189,13898.374,14699.014,10232.172,12796.803,13559.344,11182.042,12198.346,12552.929,12730.478,12678.792,13287.828,11720.635,11919.311,12177.031,11947.015,12047.079,12533.985,11884.061,9635.417,12524.653,12543.643,0,0,11850.248,1925.5623,0,8140.6494,1215.7345,8567.329,7235.1597,7813.134,9599.853,11519.051,5842.956,8487.526,11794.32,11824.241,13857.312,11454.438,11236.404,10683.886,8758.764,10277.622,11461.503,11826.847,12068.7705,12250.528,10582.146,13820.152,8218.193,12786.246,12579.692,13674.901,13816.948,14663.741,9644.309,11324.195,9900.794,10257.873,11364.263,10368.268,10339.506,14391.194,12093.948,11900.344,11278.715,12938.419
2205,111.0087745,1.958386,36103.098,46795.414,60447.55,59202.02,30514.428,38610.73,35025.242,46001.117,49047.83,60959.004,19401.113,55013.336,35137.035,33339.94,45877.81,19035.1,24995.229,72131.11,54163.082,69198.07,24167.729,21804.365,21659.863,40077.945,47477.543,49998.016,71005.875,75371.01,47902.703,43669.926,20283.709,1593.16,1402.053,20277.643,1288.9457,1293.0851,19399.406,1937.1279,21246.031,20056.56,18184.424,20299.873,22019.734,20832.832,21954.252,29454.78,35163.965,36335.35,33888.816,17230.234,18406.66,25377.252,34077.88,35080.688,33821.21,34405.53,28701.36,32771.32,20536.537,15667.065,35385.16,24264.98,21823.172,23754.258,22558.65,18884.229,32688.041,18852.477,20952.732,21138.932,18328.895,21582.629,18892.242,21911.059,20906.537,21408.97,23938.6
1958,111.0088262,1.6771028,834650.3,850933.1,974479.2,869281.75,833611.06,865946.94,771874.3,855508.06,580098.9,834075.6,206996.83,899339.9,810181.2,823997.56,780163.44,858640.9,250116.2,906602.4,903691.56,831479.4,205191.42,226564.66,249360.05,981920.56,865520.3,879354.25,851423.7,943626.94,884242,897334.2,864158.4,1549.0969,1321.1877,247324.66,1169.6849,1414.098,752814.06,1354.1498,835373.3,781968.56,783430.3,791143.3,771887.8,612634.4,760934.56,814681.8,777274.25,789944.4,811183.1,806506.2,792370.94,822433.4,735707.1,792273.8,724744.56,824018.44,780862.5,788142.44,960306.8,514957.94,841208.56,955266.9,975689.6,663367.56,899062.1,699897.94,766334.6,646193.2,783339.2,956894.5,694076.6,844025.3,862155.06,666451.4,897728.06,971735.4,896887.5
729,111.0139151,0.350877,60841.965,62107.277,48503.76,46346.387,63605.535,39629.746,58416.05,54964.363,58808.703,50779.47,44493.367,46866.992,60173.62,53529.727,52949.83,43339.098,30663.785,61744.67,55010.992,53241.957,0,50315.457,55048.145,59277.523,48705.406,35342.723,61433.754,45344.14,60118.63,47575.586,47698.656,0,0,42779.965,0,0,56317.348,0,57703.773,53322.273,57211.824,57790.047,62068.84,61353.04,62698.08,60040.1,63247.395,57439.082,63167.727,64019.234,62510.992,62712.45,61878.953,61893.895,46859.06,60690.08,59209.426,55910.21,53934.74,48850.88,53987.098,62921.55,45357.695,47743.645,60114.125,50986.766,60142.04,53409.473,50967.82,41449.434,53993.4,39667.113,54332.176,42779.61,30608.77,41959.555,60082.523
1077,111.014788,0.49509647,66379.02,68367.24,59314.71,71273.35,66615.18,63223.35,66523.18,62113.29,65482.26,61192.684,62832.844,68864.664,64878.617,66495.34,60971.12,67645.49,64030.02,68790.97,61859.742,63722.113,61153.41,69198.44,66273.984,66937.73,67043.31,58708.258,66036.45,62834.785,63130.53,65700.5,67083.88,0,0,66743.91,0,0,69143.09,0,64047.883,62206.633,66548.41,66622.55,64702.285,65239.094,66475.51,62792,65457.28,65190.26,64472.543,62226.438,67591.14,68156.75,68152.76,62090.844,66606.836,64351.727,63289.7,65935.805,63139.96,55782.72,63780.734,39447.508,57588.57,65375.99,68890.74,68717.52,63426.73,63415.113,62623.48,60461.902,69332.89,60883.613,63110.06,69386.01,62787.88,65520.145,63751.816
715,111.015234,0.34944224,58538.176,62107.277,62052.152,60309.195,57308.906,64536.29,58416.05,63163.344,68197.14,58682.508,52811.164,53935.355,58851.6,65135.168,59669.99,61997.29,53562.582,61744.67,61881.082,63969.05,56090.895,55762.883,55048.145,54639.62,66756.2,58414.477,61433.754,60930.723,58120.844,65908.61,54465.67,0,0,52471.547,0,0,33041.41,0,27686.887,31942.893,28568.61,31024.918,36331.234,27608.99,27128.8,44612.938,58026.34,57439.082,45673.984,41129.812,57132.344,27799.56,52507.203,66282.65,62913.473,58201.145,58866.543,51964.227,61752.457,54692.61,60763.664,51289.805,59561.777,58220.824,62510.4,63506.348,57534.477,65421.676,66295.49,54935.56,25944.236,55851.453,60160.938,64619.01,59890.953,56771.184,55856.55
1250,111.0155521,0.6661283,59088.137,66593.82,64838.273,50585.613,60948.89,65895.66,57632.348,65796.734,55816.605,46786.12,52521.8,25279.975,28643.1,65535.38,61803.33,63902.31,65385.6,61095.617,54749.875,57140.395,66361.85,60510.812,47330.746,58115.02,61246.5,34498.625,69590.59,64011.05,42903.023,54681.613,55454.17,0,0,54104.176,0,0,53514.484,0,33095.215,62664.758,65064.965,55647.074,60581.45,48951.215,65355.543,52030.62,65217.43,69319.78,64308.953,55897.55,59048.516,60095.184,64744.16,65012.375,67488.28,55844.03,55155.562,68216.97,59367.76,53617.37,51756.348,60320.688,63182.453,56053.387,53792.703,27245.195,67284.01,67271.98,55712.934,65033.54,60453.008,56203.434,55123.03,30311.28,61297.38,62721.293,53912.977
1957,111.0156767,1.6749448,49554.406,45432.4,45558.33,45548.33,47437.273,51462.957,44989.258,43049.598,27664.105,45781.14,14800.314,49558.22,46266.652,50257.035,42575.332,48141.082,16481.139,48309.87,43572,48559.234,13723.004,14962.893,16255.779,49740.926,43155.316,45712.94,41752.08,45163.676,44271.344,44682.965,44002.93,0,0,16491.457,0,0,40009.85,0,42795.273,43042.145,45899.93,16645.996,44897.77,34495.83,43487.605,42736.12,43933.574,39666.45,45732.305,42440.586,40320.035,45953.24,34702.527,43403.504,35847.59,47262.64,37401.99,43547.16,49034.57,27009.8,42289.152,48685.703,48755.652,36518.32,44682.184,36428.223,45071.875,29423.402,40913.04,45191.477,41223.56,41486.51,47374.535,38544.89,47617.992,48319.96,47770.074
1814,111.01627,1.5560557,8135.298,8558.938,10242.171,9718.463,8934.161,9290.335,8398.113,8717.666,7866.765,8889.789,8143.3403,9001.637,9467.418,7962.6367,9251.129,8519.887,8316.458,9900.584,9345.98,10831.613,8910.238,10018.017,7786.944,9571.274,8167.8555,9862.413,9069.336,10042.981,8765.572,8834.291,9301.571,0,0,7675.268,0,0,8336.378,0,9400.656,8784.7705,8044.6025,8654.148,7990.39,8853.833,8016.006,9802.658,8603.184,9477.133,8718.515,9689.67,7914.149,9369.105,7896.7144,8444.107,8386.96,9792.769,8679.089,7728.698,10471.008,5427.985,9030.25,9807.6,9137.819,8076.436,19950.982,7787.2246,8175.2573,8852.113,7278.081,11774.274,7717.2036,8906.458,8512.414,8223.962,8583.923,10326.503,9082.669
1229,111.0331786,0.632178,94476.41,92702.48,88526.61,94125.25,97229.06,98500.734,94102.164,93220.44,93238.4,96007.086,99447.93,99082.1,96505.586,95767.484,98074.68,98161.5,94792.086,94365.055,95720.125,97035.27,100321.9,99770.06,93913.05,94235,94017.445,95143.17,98454.72,94026.73,93332.945,97427.42,99455.99,0,0,97075.21,0,0,93211.98,0,94759.3,93606.234,90070.72,94523.664,93477.74,91824.5,93868.86,80913.4,97737.76,93274.93,98495.56,96367.086,93294.66,93939.305,87481.36,95327.74,94611.38,97223.96,91641.445,98209.52,101251.664,81987.15,89940.26,98504.59,97358.1,99282.02,101309.31,90750.44,96731.27,96056.63,91662.266,97376.07,91168.45,94932.625,95744.96,92930.05,98127.1,76150.61,99502.945
708,112.0115866,0.34248912,66239.76,80858.73,74419.09,74060,62936.67,83927.625,74675.54,74212.64,75988.56,74204.586,61832.535,75903.97,70272.89,74820.24,73381.49,78700.62,66171.89,77675.375,79691.74,81861.33,64186.223,62249.586,60213.098,77601.57,75219.664,78954.45,77389.95,80136.39,70562.93,79267.56,61977.254,0,0,65252,0,0,69286.78,0,71958.266,60624.008,69628.29,71811.36,76229.43,69370.086,72660.49,67537.58,72613.77,72610.57,71258.35,77080.945,75116.766,75596.734,71600.21,74909.09,74451.94,75536.35,69268.86,78517.96,80428.98,64835.266,71374.83,75956.6,80486.164,86553.04,77563.75,68173.64,62682.785,75970.42,73851,64880.01,68785.39,64426.035,67251.086,70623.12,68608.88,75099.72,69978.94
1964,112.0120994,1.6747127,50640.227,50929.547,53577.137,47929.21,43055.09,50423.543,46738.812,49511.117,33489.11,53821.97,13203.2295,49775.477,45440.355,47754.043,45478.004,49858.47,12849.108,51037.28,52002.457,51027.73,10922.7,11371.884,15725.8545,66835.016,47706.254,51528.11,49303.17,56756.992,52255.69,52958.08,47405.684,0,0,13705.393,0,0,45944.926,0,50201.273,49449.477,48373.965,48020.453,45381.63,40593.098,42488.676,45289.12,43838.54,44959.84,44731.133,42777.58,42113.6,45032.395,42856.742,46312.867,40526.05,48845.105,43730.492,45313.4,52494.703,30174.479,46531.14,51717.668,57803.668,36058.45,46612.715,37551.633,39888.13,40939.344,43200.17,53583.098,40622.895,45110.984,52148.266,41983.2,51151.93,55584.04,53077.508
299,112.985587,0.26430696,115895.92,113571.91,101687.73,110517.97,108235.03,100559.555,106255.63,110028.46,97297.37,141700.33,110575.516,95634.07,103637.24,106317.98,118408.2,108331.59,95742.69,106764.66,114328.48,109252.97,115813.94,96163.83,103571.49,107529.555,109882.695,97765.29,98457.16,109635.57,118494.305,111847.52,104798.01,149705.92,177589.17,109019.445,166553.14,182313.73,107048.26,171798.12,106363.67,112789.06,112123.81,110063.47,97884.83,117929.18,102372.91,99621.516,122105.66,114263.805,113171.59,101849.39,104878.875,97316.25,105084.62,110525.836,120747.15,113725.44,105939.055,113064.18,104463.35,151897.8,111978.516,100565.195,104390.22,119032.56,100743.46,112116.58,106132.14,108821.36,113824.48,113586.6,119401.34,120887.484,109521.875,102662.516,97299.32,107734.67,111059.305
2990,112.985587,2.4301476,18046.87,12907.523,13104.74,16008.86,14689.949,14621.2,16919.115,14319.731,14715.4,14453.305,15884.228,18536.77,13784.908,14982.4,15033.497,16155.053,14736.047,13210.368,13907.618,13952.795,14955.797,14780.597,13760.497,14882.755,14274.003,13387.795,15935.588,16605.76,13143.878,12817.73,16435.031,11794.564,13883.897,13981.589,12049.821,13543.702,13745.774,17470.115,12149.051,14164.254,11583.306,11868.403,13007.148,12927.794,14469.187,13273.336,14812.011,14030.015,15755.016,14275.074,11852.194,11909.765,14472.86,13514.368,14333.659,17056.299,12757.961,14957.354,15315.872,15685.839,17151.697,16068.425,13245.449,15969.156,16259.696,14557.393,16040.139,15048.482,14419.477,14040.708,13055.634,14066.609,14117.305,14390.496,14424.968,13951.926,13997.562
4399,112.985587,4.256196,88840.64,89451.836,87059.055,85605.02,82008.18,86250.96,91119.27,82627.984,84075.34,89142.19,87338.97,84705.54,86854.21,85710.87,92482.586,84972.12,81027.22,81420.055,85542.35,85480.48,79167.17,85488.18,84446.96,82399.836,84862.75,87156.914,89865.04,91328.8,81800.17,85111.77,86288.33,79582.234,83920.7,90951.73,84039.92,83310.484,89540.89,103868.51,84016.44,86945.68,77613.43,83884.89,79070.89,88815.06,83243.195,84727.46,87877.63,84277.445,87157.91,86745.914,84097.25,81707.734,81594.836,86168.33,82340.164,88499.79,80422.19,85329.74,85177.484,87878.04,82480.59,84609.69,84398.65,85999.28,91736.92,84026.84,87744.9,88511.45,87046.88,83710.625,85055.414,87380.88,86323.4,81024.09,86637.07,85776.26,80202.82
4724,112.985587,4.764366,100563.79,95995.91,94550.43,97546.71,97237.59,92806.77,103046.66,87041.11,88824.65,93847.4,94027.19,91744.086,88301.23,95771.06,92328.445,92942.945,90492.445,94454.51,92418.5,92067.81,89110.766,89399.59,91797.67,93048.125,90248.39,86854.98,99902.38,101321.48,93652.25,92089.375,100388.11,92446.69,88063.02,90710.32,87118.31,95965.9,90811.01,152254.1,90654.266,89094.58,92238.84,95448.97,96240.96,94099.13,90669.89,89482.555,95416.73,87251.234,100776.55,88646.84,90888.32,90881.84,87630.79,94084.81,89209.914,98094.36,92126.54,90480.34,93387.6,95947.625,91506.734,93341.03,87280.016,98193.64,96149.484,97683.03,94506.49,86929.16,94726.86,94465.63,93541.07,97368.64,90137.266,99381.68,92841.51,90397.43,91284.45
